"tissue","sample","individual","r","outlier"
"FCTX","GSM401751","1862",0.986518577293838,FALSE
"FCTX","GSM401757","1865",0.997729631027665,FALSE
"FCTX","GSM401745","1866",0.997089354222936,FALSE
"FCTX","GSM401661","1867",0.993669880510498,FALSE
"FCTX","GSM401783","1883",0.992288726575136,FALSE
"FCTX","GSM401766","1889",0.988864574170642,FALSE
"FCTX","GSM401728","1902",0.9978180499627,FALSE
"FCTX","GSM401679","1903",0.9976820257268,FALSE
"FCTX","GSM401769","1909",0.984815686166077,FALSE
"FCTX","GSM401684","1917",0.996966163445567,FALSE
"FCTX","GSM401739","1924",0.997020179792131,FALSE
"FCTX","GSM401773","1935",0.987697875610227,FALSE
"FCTX","GSM401772","1936",0.978381302109141,FALSE
"FCTX","GSM401735","1939",0.985840986112602,FALSE
"FCTX","GSM401677","1961",0.998042996861832,FALSE
"FCTX","GSM401777","2020",0.995909194180964,FALSE
"FCTX","GSM401688","2037",0.99057650841782,FALSE
"FCTX","GSM401785","2066",0.996657545468741,FALSE
"FCTX","GSM401727","2069",0.979564249506395,FALSE
"FCTX","GSM401781","2093",0.984833282266786,FALSE
"FCTX","GSM401768","2102",0.976778973903681,FALSE
"FCTX","GSM401678","4263",0.997071975263149,FALSE
"FCTX","GSM401788","4540",0.985262949925598,FALSE
"FCTX","GSM401668","4543",0.995817726099602,FALSE
"FCTX","GSM401686","4545",0.996616485037339,FALSE
"FCTX","GSM401689","4549",0.997246086023217,FALSE
"FCTX","GSM401787","4590",0.997503926661564,FALSE
"FCTX","GSM401767","4593",0.98970518312254,FALSE
"FCTX","GSM401789","4598",0.996316336528819,FALSE
"FCTX","GSM401760","4636",0.998161847801099,FALSE
"FCTX","GSM401670","4640",0.984710108298424,FALSE
"FCTX","GSM401660","4725",0.998129778102121,FALSE
"FCTX","GSM401761","4726",0.997783425313281,FALSE
"FCTX","GSM401696","4727",0.996147711550339,FALSE
"FCTX","GSM401713","4729",0.997995923184419,FALSE
"FCTX","GSM401675","4782",0.99662177847915,FALSE
"FCTX","GSM401708","4786",0.988022214942562,FALSE
"FCTX","GSM401698","4788",0.984901163742743,FALSE
"FCTX","GSM401663","4789",0.996749781012848,FALSE
"FCTX","GSM401774","4841",0.989648038886149,FALSE
"FCTX","GSM401746","4915",0.986181078503974,FALSE
"FCTX","GSM401750","4916",0.997966130479836,FALSE
"FCTX","GSM401706","4924",0.996808263065741,FALSE
"FCTX","GSM401702","5024",0.985553474083869,FALSE
"FCTX","GSM401659","5028",0.997774753927643,FALSE
"FCTX","GSM401730","5079",0.994937448990868,FALSE
"FCTX","GSM401673","5081",0.997754768595654,FALSE
"FCTX","GSM401701","5086",0.998092611740775,FALSE
"FCTX","GSM401703","5087",0.99802293573951,FALSE
"PONS","GSM401838","384",0.996966497428592,FALSE
"PONS","GSM401849","602",0.97642042474276,FALSE
"PONS","GSM401842","604",0.996542779718525,FALSE
"PONS","GSM401840","705",0.997061320918854,FALSE
"PONS","GSM401919","710",0.986151544738203,FALSE
"PONS","GSM401923","712",0.985517779287555,FALSE
"PONS","GSM401876","719",0.985073598161396,FALSE
"PONS","GSM401879","745",0.983192589652451,FALSE
"PONS","GSM401809","813",0.996600077782726,FALSE
"PONS","GSM401875","819",0.982036344887601,FALSE
"PONS","GSM401820","827",0.986255294465595,FALSE
"PONS","GSM401811","871",0.997889080270749,FALSE
"PONS","GSM401921","879",0.997057595706515,FALSE
"PONS","GSM401812","880",0.996849005751138,FALSE
"PONS","GSM401874","914",0.978664179908813,FALSE
"PONS","GSM401887","927",0.997299115289162,FALSE
"PONS","GSM401822","933",0.988028240976374,FALSE
"PONS","GSM401872","993",0.980161244971762,FALSE
"PONS","GSM401873","994",0.991841611476956,FALSE
"PONS","GSM401851","995",0.99674760217181,FALSE
"PONS","GSM401901","1028",0.985510238629111,FALSE
"PONS","GSM401870","1037",0.977070618367859,FALSE
"PONS","GSM401836","1064",0.978392902924815,FALSE
"PONS","GSM401877","1065",0.983806746072143,FALSE
"PONS","GSM401813","1076",0.987737209681745,FALSE
"PONS","GSM401816","1079",0.996274341183335,FALSE
"PONS","GSM401831","1104",0.997745892762535,FALSE
"PONS","GSM401852","1105",0.996754727227732,FALSE
"PONS","GSM401833","1114",0.994238379025398,FALSE
"PONS","GSM401832","1134",0.997203008329596,FALSE
"PONS","GSM401835","1136",0.99667649069447,FALSE
"PONS","GSM401882","1158",0.99534394120627,FALSE
"PONS","GSM401818","1206",0.996051307982318,FALSE
"PONS","GSM401834","1209",0.981749766786705,FALSE
"PONS","GSM401850","1226",0.995620388822454,FALSE
"PONS","GSM401844","1326",0.98691822639747,FALSE
"PONS","GSM401868","1344",0.981626865233776,FALSE
"PONS","GSM401862","1361",0.997211471663785,FALSE
"PONS","GSM401848","1454",0.995165797587862,FALSE
"PONS","GSM401924","1496",0.985271950140321,FALSE
"PONS","GSM401859","1498",0.986478665900935,FALSE
"PONS","GSM401847","1502",0.986763428732643,FALSE
"PONS","GSM401863","1541",0.99740097984363,FALSE
"PONS","GSM401916","1544",0.988282230846057,FALSE
"PONS","GSM401897","1545",0.99725835472095,FALSE
"PONS","GSM401808","1556",0.997499737227481,FALSE
"PONS","GSM401819","1568",0.98825618328728,FALSE
"PONS","GSM401853","1570",0.918852744261739,FALSE
"PONS","GSM401814","1571",0.989117699990993,FALSE
"PONS","GSM401821","1578",0.987537108757068,FALSE
"PONS","GSM401930","1579",0.996772351524392,FALSE
"PONS","GSM401883","1583",0.98527587835467,FALSE
"PONS","GSM401856","1584",0.996720110938996,FALSE
"PONS","GSM401829","1595",0.997275919533065,FALSE
"PONS","GSM401861","1603",0.988548455290045,FALSE
"PONS","GSM401886","1611",0.988127666141135,FALSE
"PONS","GSM401854","1612",0.954653723198774,FALSE
"PONS","GSM401896","1614",0.998331750899446,FALSE
"PONS","GSM401922","1640",0.987400593081836,FALSE
"PONS","GSM401913","1648",0.997022247174444,FALSE
"PONS","GSM401824","1652",0.996178738924038,FALSE
"PONS","GSM401912","1668",0.987087670496903,FALSE
"PONS","GSM401907","1672",0.996055527873014,FALSE
"PONS","GSM401905","1710",0.997797409371086,FALSE
"PONS","GSM401909","1712",0.964786244079755,FALSE
"PONS","GSM401885","1713",0.996796843459195,FALSE
"PONS","GSM401827","1775",0.997833983103275,FALSE
"PONS","GSM401918","1792",0.996978696448862,FALSE
"PONS","GSM401865","1805",0.996851655673433,FALSE
"PONS","GSM401926","1825",0.996996878215735,FALSE
"PONS","GSM401920","1827",0.996255264052303,FALSE
"PONS","GSM401846","1830",0.99313410272643,FALSE
"PONS","GSM401817","1838",0.994489979358084,FALSE
"PONS","GSM401855","1839",0.933118173572124,FALSE
"PONS","GSM401860","1840",0.986618194862784,FALSE
"PONS","GSM401866","1846",0.995236671940483,FALSE
"PONS","GSM401888","1847",0.994290231385071,FALSE
"PONS","GSM401881","1849",0.996380272017552,FALSE
"PONS","GSM401867","1862",0.985635647953966,FALSE
"PONS","GSM401858","1865",0.996776544256144,FALSE
"PONS","GSM401857","1866",0.996951775910974,FALSE
"PONS","GSM401929","1883",0.996078260419196,FALSE
"PONS","GSM401900","1889",0.997267464114933,FALSE
"PONS","GSM401826","1902",0.997901806281533,FALSE
"PONS","GSM401890","1903",0.995439118521688,FALSE
"PONS","GSM401895","1909",0.995590170547762,FALSE
"PONS","GSM401925","1917",0.997121095167802,FALSE
"PONS","GSM401902","1924",0.99772040616603,FALSE
"PONS","GSM401894","1936",0.984947463594329,FALSE
"PONS","GSM401891","1939",0.981405596823925,FALSE
"PONS","GSM401889","1940",0.986844058554626,FALSE
"PONS","GSM401908","1961",0.99601140391367,FALSE
"PONS","GSM401911","2000",0.995769594371254,FALSE
"PONS","GSM401893","2020",0.997282128075508,FALSE
"PONS","GSM401927","2037",0.995919657510733,FALSE
"PONS","GSM401880","2066",0.997455349022901,FALSE
"PONS","GSM401917","2069",0.98745970279879,FALSE
"PONS","GSM401915","2093",0.988191972484827,FALSE
"PONS","GSM401906","2102",0.986930092985922,FALSE
"PONS","GSM401904","4263",0.996294470767574,FALSE
"PONS","GSM401892","4542",0.994693205872465,FALSE
"PONS","GSM401815","4543",0.997248287426311,FALSE
"PONS","GSM401871","4545",0.984723718990944,FALSE
"PONS","GSM401899","4549",0.994228343930399,FALSE
"PONS","GSM401928","4590",0.993190192059213,FALSE
"PONS","GSM401910","4593",0.994459940702433,FALSE
"PONS","GSM401914","4598",0.997662359268885,FALSE
"PONS","GSM401898","4636",0.996761539595692,FALSE
