"tissue","sample","individual","r","outlier"
"PONS","GSM395147","1206",0.983064425524115,FALSE
"PONS","GSM395148","1209",0.980904640052528,FALSE
"PONS","GSM395232","1226",0.982425070861252,FALSE
"PONS","GSM395093","1230",0.954346778348028,FALSE
"PONS","GSM395149","1260",0.983576287921067,FALSE
"PONS","GSM395150","1326",0.986841768463086,FALSE
"PONS","GSM395094","1344",0.760568061240055,TRUE
"PONS","GSM395095","1361",0.974673894422679,FALSE
"PONS","GSM395151","1454",0.942311983334053,FALSE
"PONS","GSM395152","1465",0.949020984241692,FALSE
"PONS","GSM395153","1486",0.964525194907103,FALSE
"PONS","GSM395154","1496",0.974774240016071,FALSE
"PONS","GSM395096","1498",0.956222442336204,FALSE
"PONS","GSM395155","1502",0.978968773380268,FALSE
"PONS","GSM395156","1535",0.966818056251716,FALSE
"PONS","GSM395157","1540",0.968972006068672,FALSE
"PONS","GSM395158","1544",0.973816111303751,FALSE
"PONS","GSM395159","1545",0.986119202248999,FALSE
"PONS","GSM395160","1556",0.989935796733838,FALSE
"PONS","GSM395161","1568",0.969447953261372,FALSE
"PONS","GSM395097","1570",0.918412825511963,FALSE
"PONS","GSM395162","1571",0.948403486655981,FALSE
"PONS","GSM395163","1578",0.979573097794129,FALSE
"PONS","GSM395164","1579",0.974932977120956,FALSE
"PONS","GSM395228","1583",0.965069403097132,FALSE
"PONS","GSM395098","1584",0.965363644317499,FALSE
"PONS","GSM395165","1595",0.986399895890556,FALSE
"PONS","GSM395166","1603",0.979338743396003,FALSE
"PONS","GSM395167","1611",0.983287481846116,FALSE
"PONS","GSM395168","1612",0.960529590889866,FALSE
"PONS","GSM395169","1613",0.907008840565409,FALSE
"PONS","GSM395170","1614",0.929870661760145,FALSE
"PONS","GSM395171","1640",0.979921105656519,FALSE
"PONS","GSM395172","1648",0.984921317321422,FALSE
"PONS","GSM395233","1652",0.988488539267098,FALSE
"PONS","GSM395173","1668",0.986734068743004,FALSE
"PONS","GSM395174","1672",0.984576735509615,FALSE
"PONS","GSM395175","1710",0.990098053418187,FALSE
"PONS","GSM395176","1712",0.98885745225007,FALSE
"PONS","GSM395177","1713",0.944487579167001,FALSE
"PONS","GSM395229","1715",0.989374601417353,FALSE
"PONS","GSM395178","1775",0.987454322400136,FALSE
"PONS","GSM395179","1792",0.983111175289928,FALSE
"PONS","GSM395180","1795",0.983249446434736,FALSE
"PONS","GSM395181","1797",0.985792527075542,FALSE
"PONS","GSM395182","1802",0.982137890835946,FALSE
"PONS","GSM395099","1805",0.970941651174402,FALSE
"PONS","GSM395183","1825",0.953391888898379,FALSE
"PONS","GSM395227","1827",0.9847166292904,FALSE
"PONS","GSM395184","1830",0.903920469388481,FALSE
"PONS","GSM395185","1838",0.991228868482802,FALSE
"PONS","GSM395100","1839",0.943503608537558,FALSE
"PONS","GSM395186","1840",0.933497621763218,FALSE
"PONS","GSM395188","1846",0.968163869048177,FALSE
"PONS","GSM395101","1847",0.923688717936781,FALSE
"PONS","GSM395189","1849",0.969351755637082,FALSE
"PONS","GSM395190","1862",0.931419202263664,FALSE
"PONS","GSM395102","1865",0.972215899921485,FALSE
"PONS","GSM395103","1866",0.924614635594257,FALSE
"PONS","GSM395106","1867",0.960340513082618,FALSE
"PONS","GSM395191","1883",0.971216767895639,FALSE
"PONS","GSM395192","1889",0.95076884852467,FALSE
"PONS","GSM395234","1902",0.951922539433035,FALSE
"PONS","GSM395193","1907",0.957569224505858,FALSE
"PONS","GSM395194","1909",0.983118697333123,FALSE
"PONS","GSM395195","1917",0.980469204124571,FALSE
"PONS","GSM395196","1924",0.97974194374815,FALSE
"PONS","GSM395197","1935",0.973179295603211,FALSE
"PONS","GSM395198","1936",0.971891249024293,FALSE
"PONS","GSM395199","1939",0.971620945237743,FALSE
"PONS","GSM395200","1940",0.984979729594545,FALSE
"PONS","GSM395201","1961",0.99050926690086,FALSE
"PONS","GSM395202","2000",0.978195407869339,FALSE
"PONS","GSM395203","2020",0.986638762224532,FALSE
"PONS","GSM395204","2066",0.990522661033934,FALSE
"PONS","GSM395205","2069",0.985813085186328,FALSE
"PONS","GSM395206","2093",0.971884263567826,FALSE
"PONS","GSM395207","2102",0.985744586365223,FALSE
"PONS","GSM395208","4263",0.955348214352319,FALSE
"PONS","GSM395209","4540",0.959569531816461,FALSE
"PONS","GSM395210","4542",0.98650885977384,FALSE
"PONS","GSM395211","4543",0.982628444232883,FALSE
"PONS","GSM395235","4545",0.982299391896376,FALSE
"PONS","GSM395236","4549",0.985777001646224,FALSE
"PONS","GSM395212","4590",0.990119485339774,FALSE
"PONS","GSM395213","4593",0.978900867276864,FALSE
"PONS","GSM395214","4598",0.980012853703917,FALSE
"PONS","GSM395215","4636",0.984408900001311,FALSE
"PONS","GSM395216","4640",0.942243315024382,FALSE
"PONS","GSM395217","4725",0.973019652165445,FALSE
"PONS","GSM395218","4726",0.960560707528188,FALSE
"PONS","GSM395219","4727",0.978191739614901,FALSE
"PONS","GSM395107","4729",0.970075700756132,FALSE
"PONS","GSM395108","4782",0.942639800380983,FALSE
"PONS","GSM395109","4786",0.956555134149832,FALSE
"PONS","GSM395110","4788",0.948740304675588,FALSE
"PONS","GSM395111","4789",0.977707772668476,FALSE
"PONS","GSM395104","4841",0.924070938189019,FALSE
"PONS","GSM395220","4842",0.972141373996644,FALSE
"PONS","GSM395221","4903",0.980069523575943,FALSE
"PONS","GSM395105","4915",0.56264875963929,TRUE
"PONS","GSM395222","4916",0.966600514302702,FALSE
"PONS","GSM395223","4924",0.968754958143327,FALSE
"PONS","GSM395224","5024",0.988388293893336,FALSE
"PONS","GSM395225","5028",0.98406882865874,FALSE
"PONS","GSM395226","5078",0.968755426306888,FALSE
"PONS","GSM395237","5079",0.971737102853065,FALSE
"PONS","GSM395112","5081",0.921427938480201,FALSE
"PONS","GSM395113","5086",0.980331287088136,FALSE
"PONS","GSM395114","5087",0.88952930777206,TRUE
"TCTX","GSM395259","142",0.991479455459146,FALSE
"TCTX","GSM395260","384",0.983894340590337,FALSE
"TCTX","GSM395380","602",0.98974628147649,FALSE
"TCTX","GSM395261","604",0.956752664789705,FALSE
"TCTX","GSM395262","705",0.989637822079519,FALSE
"TCTX","GSM395263","710",0.943849052621113,FALSE
"TCTX","GSM395264","712",0.9897934905526,FALSE
"TCTX","GSM395265","713",0.991180980612066,FALSE
"TCTX","GSM395266","719",0.988352434802329,FALSE
"TCTX","GSM395267","745",0.988190659097535,FALSE
"TCTX","GSM395268","813",0.949039819493776,FALSE
"TCTX","GSM395269","819",0.994660351668246,FALSE
"TCTX","GSM395270","827",0.991805821993399,FALSE
"TCTX","GSM395271","871",0.993298449768999,FALSE
"TCTX","GSM395272","879",0.993534636355583,FALSE
"TCTX","GSM395273","880",0.991157324022957,FALSE
"TCTX","GSM395274","914",0.992322642881686,FALSE
"TCTX","GSM395275","927",0.98394845051649,FALSE
"TCTX","GSM395276","933",0.991558818118134,FALSE
"TCTX","GSM395277","993",0.991401643563051,FALSE
"TCTX","GSM395278","994",0.993124216842868,FALSE
"TCTX","GSM395279","1037",0.988376355993889,FALSE
"TCTX","GSM395280","1064",0.9877370098204,FALSE
"TCTX","GSM395281","1065",0.987223164471491,FALSE
"TCTX","GSM395282","1076",0.993810929850466,FALSE
"TCTX","GSM395381","1078",0.983501073261666,FALSE
"TCTX","GSM395283","1079",0.99586125248494,FALSE
"TCTX","GSM395284","1104",0.989652503349671,FALSE
"TCTX","GSM395285","1105",0.993388581463642,FALSE
"TCTX","GSM395286","1114",0.981711617921186,FALSE
"TCTX","GSM395287","1133",0.994030499532213,FALSE
"TCTX","GSM395288","1134",0.995121336045992,FALSE
"TCTX","GSM395289","1136",0.988408003141287,FALSE
"TCTX","GSM395375","1158",0.952127283965277,FALSE
"TCTX","GSM395290","1170",0.989118412499279,FALSE
"TCTX","GSM395291","1206",0.991787627324371,FALSE
"TCTX","GSM395292","1209",0.990974159718304,FALSE
"TCTX","GSM395293","1226",0.991798816830113,FALSE
"TCTX","GSM395239","1230",0.969414241310313,FALSE
"TCTX","GSM395294","1260",0.974048954687802,FALSE
"TCTX","GSM395295","1326",0.988515790712842,FALSE
"TCTX","GSM395376","1344",0.747557266592853,TRUE
"TCTX","GSM395240","1361",0.991964938022421,FALSE
"TCTX","GSM395385","1454",0.989447024791112,FALSE
"TCTX","GSM395296","1465",0.954099876049266,FALSE
"TCTX","GSM395297","1486",0.950640939499169,FALSE
"TCTX","GSM395298","1496",0.984505166940557,FALSE
"TCTX","GSM395241","1498",0.952145010445934,FALSE
"TCTX","GSM395299","1502",0.986483267088905,FALSE
"TCTX","GSM395300","1535",0.96094866480195,FALSE
"TCTX","GSM395301","1540",0.989435063052508,FALSE
"TCTX","GSM395302","1544",0.98329838347175,FALSE
"TCTX","GSM395303","1545",0.992803014094003,FALSE
"TCTX","GSM395304","1556",0.992902295133872,FALSE
"TCTX","GSM395305","1568",0.988477701065026,FALSE
"TCTX","GSM395242","1570",0.918893594290268,FALSE
"TCTX","GSM395306","1571",0.990887937326114,FALSE
"TCTX","GSM395307","1578",0.993015142722916,FALSE
"TCTX","GSM395308","1579",0.991306591990592,FALSE
"TCTX","GSM395378","1583",0.988850211984805,FALSE
"TCTX","GSM395243","1584",0.982608607811751,FALSE
"TCTX","GSM395309","1595",0.992072913133984,FALSE
