"tissue","sample","individual","cor","dev","outlier"
"PONS","GSM394434","1544",0.988383628093734,56.0863430321155,FALSE
"FCTX","GSM394254","1907",0.988498540456006,56.0812622583188,FALSE
"FCTX","GSM394244","4263",0.988657540612304,56.0153588353624,FALSE
"FCTX","GSM394379","819",0.988712369007836,55.6212648965119,FALSE
"TCTX","GSM394601","1611",0.988432899907324,55.4026955003694,FALSE
"PONS","GSM394407","4598",0.988474332257862,55.3016768770671,FALSE
"PONS","GSM394483","1133",0.988611885148574,55.2609600816088,FALSE
"TCTX","GSM394600","1584",0.988614722524746,55.2509730515602,FALSE
"PONS","GSM394533","4788",0.988592223671594,54.9969859737283,FALSE
"TCTX","GSM394609","1903",0.988661598119391,54.2995767758017,FALSE
"PONS","GSM394413","4729",0.988609998987856,54.2196405029047,FALSE
"PONS","GSM394430","1454",0.988750891462818,53.9302323417928,FALSE
"PONS","GSM394444","1648",0.98874345450566,53.6973296638066,FALSE
"FCTX","GSM394285","5081",0.98917644774603,53.6621497186867,FALSE
"TCTX","GSM394652","1496",0.988844534139201,53.5786794210614,FALSE
"CRBLM","GSM394227","1867",0.989060184583857,53.565598553381,FALSE
"CRBLM","GSM394210","1712",0.989033881825451,53.5556222839086,FALSE
"FCTX","GSM394253","1883",0.989118220834156,53.3534267539779,FALSE
"PONS","GSM394538","813",0.988887075664333,53.3287437247927,FALSE
"TCTX","GSM394587","5079",0.988969615640603,53.2487550026851,FALSE
"CRBLM","GSM394179","2037",0.989088098582063,53.1840660516458,FALSE
"PONS","GSM394460","1805",0.988985852207013,53.1490381888343,FALSE
"PONS","GSM394446","1668",0.98898955260035,52.6915910997976,FALSE
"PONS","GSM394429","5087",0.988912299223133,52.6909469333724,FALSE
"TCTX","GSM394624","2037",0.989246372174721,52.6097315379404,FALSE
"CRBLM","GSM394112","1907",0.989154995321248,52.5214922821716,FALSE
"TCTX","GSM394662","1028",0.989215860340848,52.3725440602714,FALSE
"CRBLM","GSM394207","1496",0.989246002027707,52.3345133271286,FALSE
"CRBLM","GSM394129","4729",0.989275872175211,52.2332191494534,FALSE
"PONS","GSM394513","1827",0.989115372410801,52.1734802890652,FALSE
"CRBLM","GSM394130","4782",0.989263296731772,52.0799913693781,FALSE
"PONS","GSM394466","745",0.989147609279895,51.933152559585,FALSE
"PONS","GSM394456","1595",0.989122688059835,51.9115343982723,FALSE
"CRBLM","GSM394195","1078",0.989393158901271,51.7865413696126,FALSE
"FCTX","GSM394339","1104",0.989481098207328,51.6637980103252,FALSE
"FCTX","GSM394336","1076",0.989688451339805,50.9711832663723,FALSE
"CRBLM","GSM394121","4545",0.989538778524143,50.7306385753046,FALSE
"CRBLM","GSM394138","4916",0.989603641439314,50.5192523602435,FALSE
"CRBLM","GSM394154","1578",0.989622909463671,50.4869433812737,FALSE
"TCTX","GSM394623","1961",0.989535488906226,50.3942341182956,FALSE
"PONS","GSM394439","1584",0.98945610290907,50.3371132853149,FALSE
"CRBLM","GSM394213","1792",0.989783393810792,50.2909247783031,FALSE
"FCTX","GSM394245","1326",0.989836818973675,50.110618602052,FALSE
"FCTX","GSM394344","1170",0.989856547477463,50.0673528332165,FALSE
"CRBLM","GSM394223","1260",0.989732000240172,50.024661265346,FALSE
"FCTX","GSM394320","1961",0.990089885649011,49.9561183436031,FALSE
"CRBLM","GSM394118","4540",0.989689714253156,49.9185228969692,FALSE
"PONS","GSM394537","604",0.989741061176681,49.6802852326049,FALSE
"PONS","GSM394445","1652",0.989570503655488,49.6136900759542,FALSE
"FCTX","GSM394252","1849",0.989834561489716,49.592205485256,FALSE
"CRBLM","GSM394219","1541",0.989958712731738,49.5725363309605,FALSE
"PONS","GSM394480","1079",0.989840435146097,49.3807243209228,FALSE
"FCTX","GSM394278","4903",0.989980365113688,49.2802347526711,FALSE
"CRBLM","GSM394232","4789",0.990036590134594,49.2448528587983,FALSE
"TCTX","GSM394680","604",0.989812614725384,49.2087706361998,FALSE
"FCTX","GSM394321","2037",0.990024099221172,49.1309413062307,FALSE
"TCTX","GSM394647","1170",0.989869279006907,48.8452192906659,FALSE
"FCTX","GSM394368","1866",0.990189495825075,48.7874555807526,FALSE
"PONS","GSM394397","1940",0.989850614121539,48.6776558551745,FALSE
"FCTX","GSM394357","1797",0.990113524532037,48.57317280372,FALSE
"CRBLM","GSM394235","604",0.990004155226045,48.542694933494,FALSE
"PONS","GSM394408","4636",0.989856946584697,48.5020102462604,FALSE
"TCTX","GSM394593","1535",0.990016228616723,48.4853079885902,FALSE
"CRBLM","GSM394110","1849",0.990028867155301,48.3847750785455,FALSE
"TCTX","GSM394677","4789",0.99004415384491,48.0854352791236,FALSE
"CRBLM","GSM394146","1454",0.990488789046202,47.5132617241334,FALSE
"CRBLM","GSM394109","1846",0.990256447064472,47.4179342988996,FALSE
"FCTX","GSM394288","1454",0.990273058831741,47.3874047466035,FALSE
"CRBLM","GSM394159","1614",0.99028403346294,47.3561043849841,FALSE
"TCTX","GSM394606","1652",0.990217183343785,46.8735686093899,FALSE
"TCTX","GSM394550","1465",0.99027039320248,46.8444734837914,FALSE
"PONS","GSM394449","1909",0.990220215120259,46.5025395332436,FALSE
"FCTX","GSM394287","5087",0.990546243094395,46.3114026729902,FALSE
"CRBLM","GSM394169","1939",0.990645082065241,46.2181903211948,FALSE
"FCTX","GSM394341","1133",0.990763037905054,45.998436170699,FALSE
"CRBLM","GSM394144","5086",0.990602024288432,45.9707157602451,FALSE
"CRBLM","GSM394100","4549",0.99063734109597,45.6830197415728,FALSE
"PONS","GSM394522","1862",0.990474621999427,45.6355267017876,FALSE
"FCTX","GSM394275","927",0.990681463384397,45.4169388220003,FALSE
"CRBLM","GSM394186","710",0.990762188881189,45.3025256450527,FALSE
"FCTX","GSM394377","604",0.990811932328382,45.1477034623223,FALSE
"TCTX","GSM394621","1805",0.990865854806774,45.1209941509113,FALSE
"TCTX","GSM394579","4841",0.99072519570516,45.0019782520307,FALSE
"CRBLM","GSM394113","1940",0.990745302658793,44.915752534849,FALSE
"CRBLM","GSM394224","1862",0.990893296467699,44.7746309775503,FALSE
"TCTX","GSM394629","384",0.990826519233593,44.5882652899051,FALSE
"CRBLM","GSM394197","1104",0.990834138835746,44.4416918770834,FALSE
"PONS","GSM394479","1078",0.990704772308225,44.4404344646543,FALSE
"FCTX","GSM394268","4725",0.990981406215421,44.3860986934276,FALSE
"TCTX","GSM394622","1924",0.990961593231638,44.1395996097497,FALSE
"PONS","GSM394451","1936",0.990799206817004,44.1329473699784,FALSE
"CRBLM","GSM394230","2066",0.990906840448258,44.1318824872195,FALSE
"FCTX","GSM394319","1924",0.991172544141534,44.0990928158997,FALSE
"FCTX","GSM394326","384",0.991063320971535,43.7382932287229,FALSE
"PONS","GSM394462","1961",0.990824027225843,43.7284333459335,FALSE
"PONS","GSM394520","1260",0.990816842848352,43.6530851535519,FALSE
"PONS","GSM394531","880",0.990957119762688,43.6090410984705,FALSE
"PONS","GSM394482","1114",0.99090296282254,43.4589658037612,FALSE
"PONS","GSM394528","1867",0.990919483994278,43.3999349705078,FALSE
"FCTX","GSM394338","1079",0.991160082759484,43.3988285862855,FALSE
"CRBLM","GSM394214","1795",0.991055305303489,43.3428949738308,FALSE
"FCTX","GSM394373","4788",0.991120744567661,43.3417157482394,FALSE
"FCTX","GSM394340","1114",0.991259491932483,43.2211414809372,FALSE
"PONS","GSM394489","1230",0.991055495227837,43.0350725911311,FALSE
"PONS","GSM394424","5024",0.991004266534139,42.8121124389716,FALSE
"FCTX","GSM394329","712",0.991412096072068,42.7808655527106,FALSE
"CRBLM","GSM394183","827",0.991212674460518,42.7721648099947,FALSE
"FCTX","GSM394351","1570",0.991245300506919,42.754956327713,FALSE
"PONS","GSM394467","827",0.991120662970861,42.7386522233603,FALSE
"PONS","GSM394515","1830",0.991069851546257,42.7257356630842,FALSE
"CRBLM","GSM394181","2102",0.991233576663222,42.7179613524282,FALSE
"TCTX","GSM394576","4786",0.991358851121314,42.4642648892215,FALSE
"CRBLM","GSM394140","5024",0.991265476319444,42.4263014224392,FALSE
"PONS","GSM394471","712",0.991109514878295,42.3692509991435,FALSE
"CRBLM","GSM394125","4640",0.99156965950298,42.247852332721,FALSE
"PONS","GSM394450","1917",0.991125977032609,42.1877720038747,FALSE
"PONS","GSM394416","914",0.991217199961636,42.0702129200181,FALSE
"CRBLM","GSM394193","1065",0.991383292357086,42.0563086959248,FALSE
"FCTX","GSM394381","879",0.991471939246346,42.0391734746981,FALSE
"TCTX","GSM394632","712",0.991332631524995,41.9617718865565,FALSE
"FCTX","GSM394267","4640",0.991481034994234,41.8803847198933,FALSE
"CRBLM","GSM394185","705",0.991459998022648,41.8504578299415,FALSE
"PONS","GSM394457","1603",0.991415433561977,41.7291699838111,FALSE
"FCTX","GSM394266","4636",0.991484477428239,41.63560491449,FALSE
"CRBLM","GSM394151","1545",0.991541916691726,41.6268604831106,FALSE
"FCTX","GSM394277","4842",0.991553179257958,41.4659398525106,FALSE
"FCTX","GSM394317","1775",0.991749767447277,41.4296967655297,FALSE
"CRBLM","GSM394202","1170",0.991630505381089,41.2297437673654,FALSE
"FCTX","GSM394306","1903",0.991541782120787,41.2016365930106,FALSE
"CRBLM","GSM394177","1924",0.991625943256625,41.0651462479925,FALSE
"CRBLM","GSM394139","4924",0.991527485804225,40.965053480881,FALSE
"PONS","GSM394411","4726",0.991586185106131,40.8773050630973,FALSE
"FCTX","GSM394364","1838",0.991668606683357,40.8706406108013,FALSE
"FCTX","GSM394362","1827",0.991713136274211,40.8534090650369,FALSE
"PONS","GSM394464","2093",0.991681192583522,40.8265797677676,FALSE
"CRBLM","GSM394103","1326",0.991700253307295,40.8142844208816,FALSE
"TCTX","GSM394611","1917",0.991520354576556,40.7457589221604,FALSE
"PONS","GSM394526","1866",0.991670423757682,40.4138997878145,FALSE
"TCTX","GSM394683","871",0.99173571101924,40.4113200227013,FALSE
"FCTX","GSM394354","1715",0.991909240983917,40.3923650540607,FALSE
"TCTX","GSM394630","705",0.991716705530339,40.3784802026543,FALSE
"FCTX","GSM394289","1502",0.991767592825518,40.3737239775021,FALSE
"PONS","GSM394459","1775",0.991514950984707,40.3047748703124,FALSE
"FCTX","GSM394376","602",0.99177372882833,40.2717261204045,FALSE
"TCTX","GSM394675","2066",0.991736472661635,40.0283780768614,FALSE
"PONS","GSM394426","5079",0.991719521100933,40.0277884300334,FALSE
"TCTX","GSM394650","1230",0.991834223052833,40.0136223185456,FALSE
"CRBLM","GSM394239","879",0.991856782330398,39.7503028435758,FALSE
"FCTX","GSM394304","1668",0.991906130545253,39.7221735111166,FALSE
"CRBLM","GSM394236","813",0.991877881023324,39.4841370270048,FALSE
"PONS","GSM394469","705",0.991869761901906,39.3802681091517,FALSE
"CRBLM","GSM394145","5087",0.991860687955612,39.3642819445861,FALSE
"TCTX","GSM394639","1076",0.991847668168303,39.2951736896788,FALSE
"FCTX","GSM394298","1611",0.991985738572671,39.282250560154,FALSE
"FCTX","GSM394284","5079",0.991979238077217,39.2093525116334,FALSE
"TCTX","GSM394672","1867",0.991929453666996,39.2091831653384,FALSE
"PONS","GSM394494","1712",0.99189819580811,39.1565593786976,FALSE
"TCTX","GSM394607","1668",0.991916864523421,39.1554879580557,FALSE
"PONS","GSM394485","1158",0.99187667662137,39.1334449851115,FALSE
"PONS","GSM394484","1136",0.991890184838607,39.0144938635463,FALSE
"PONS","GSM394388","142",0.992049387856485,38.871869806359,FALSE
"TCTX","GSM394569","4636",0.991915629964003,38.7441837242089,FALSE
"TCTX","GSM394681","813",0.99202624358429,38.5575373507319,FALSE
"FCTX","GSM394337","1078",0.992223999397861,38.300850996879,FALSE
"CRBLM","GSM394147","1502",0.992112338422429,38.2174644160982,FALSE
"CRBLM","GSM394222","1838",0.992107425632506,38.1835013027567,FALSE
"FCTX","GSM394247","1465",0.992283992398294,38.1210516840014,FALSE
"CRBLM","GSM394160","1648",0.992223864171714,38.0708182181172,FALSE
"PONS","GSM394468","384",0.99206396838905,38.0261133821871,FALSE
"FCTX","GSM394352","1712",0.992492091059548,37.3423142871899,FALSE
"TCTX","GSM394665","1827",0.992358702113421,37.2884812746762,FALSE
"FCTX","GSM394369","1867",0.992422169990487,37.2229525413845,FALSE
"CRBLM","GSM394155","1584",0.992458623559622,37.1815640280895,FALSE
"FCTX","GSM394303","1652",0.992392798020893,37.1702171941055,FALSE
"PONS","GSM394473","719",0.992391919950002,36.8318414367792,FALSE
"TCTX","GSM394645","1136",0.992405909563215,36.7687553421126,FALSE
"TCTX","GSM394581","4903",0.992469516976562,36.6394387729526,FALSE
"PONS","GSM394455","1579",0.992521916609771,36.5880497628533,FALSE
"PONS","GSM394465","2102",0.992336310612614,36.4723801621557,FALSE
"FCTX","GSM394272","4782",0.992537879431814,36.441206383245,FALSE
"CRBLM","GSM394148","1535",0.992753728718762,36.2474682974547,FALSE
"PONS","GSM394472","713",0.992458071571476,36.1880627041466,FALSE
"CRBLM","GSM394188","713",0.992822580818912,36.1673909876634,FALSE
"PONS","GSM394448","1903",0.992426696913925,36.1170547273157,FALSE
"FCTX","GSM394330","713",0.992731083515034,35.9294228350952,FALSE
"PONS","GSM394478","1076",0.99250336366603,35.8980481864893,FALSE
"FCTX","GSM394290","1535",0.992671812411404,35.8288458778249,FALSE
"FCTX","GSM394331","719",0.992845796276181,35.6423766238947,FALSE
"FCTX","GSM394301","1614",0.992734597071485,35.6201215433613,FALSE
"TCTX","GSM394641","1079",0.992633733710626,35.5879118756861,FALSE
"FCTX","GSM394250","1840",0.992765549251391,35.4362646381069,FALSE
"TCTX","GSM394684","879",0.992685344463528,35.4264464336743,FALSE
"TCTX","GSM394618","1603",0.9928840142956,35.3467734915655,FALSE
"TCTX","GSM394577","914",0.992649438403853,35.3303857675427,FALSE
"FCTX","GSM394372","2066",0.992863188409249,35.2009328519457,FALSE
"TCTX","GSM394634","719",0.992838981555811,35.1494102440213,FALSE
"TCTX","GSM394666","1830",0.992913695160274,35.0785332812532,FALSE
